,model_path,train_data_path,valid_data_path,vocab_path,model_type,max_length,hidden_size,kernel_size,num_layers,epoch,batch_size,pooling_style,optimizer,learning_rate,pretrain_model_path,seed,class_num,vocab_size,acc
0,output,F:/八斗课程/AI人工智能培训/第七周 文本分类/week7 文本分类问题/train_data.json,F:/八斗课程/AI人工智能培训/第七周 文本分类/week7 文本分类问题/test_data.json,F:/八斗课程/AI人工智能培训/第七周 文本分类/week7 文本分类问题/nn_pipline/chars.txt,gated_cnn,30,128,3,2,10,64,avg,adam,0.001,F:\八斗课程\AI人工智能培训\第六周 语言模型\bert-base-chinese,987,2,4622,0.890742285237698
1,output,F:/八斗课程/AI人工智能培训/第七周 文本分类/week7 文本分类问题/train_data.json,F:/八斗课程/AI人工智能培训/第七周 文本分类/week7 文本分类问题/test_data.json,F:/八斗课程/AI人工智能培训/第七周 文本分类/week7 文本分类问题/nn_pipline/chars.txt,gated_cnn,30,128,3,2,10,64,max,adam,0.001,F:\八斗课程\AI人工智能培训\第六周 语言模型\bert-base-chinese,987,2,4622,0.8932443703085905
2,output,F:/八斗课程/AI人工智能培训/第七周 文本分类/week7 文本分类问题/train_data.json,F:/八斗课程/AI人工智能培训/第七周 文本分类/week7 文本分类问题/test_data.json,F:/八斗课程/AI人工智能培训/第七周 文本分类/week7 文本分类问题/nn_pipline/chars.txt,gated_cnn,30,128,3,2,10,128,avg,adam,0.001,F:\八斗课程\AI人工智能培训\第六周 语言模型\bert-base-chinese,987,2,4622,0.9011676396997498
3,output,F:/八斗课程/AI人工智能培训/第七周 文本分类/week7 文本分类问题/train_data.json,F:/八斗课程/AI人工智能培训/第七周 文本分类/week7 文本分类问题/test_data.json,F:/八斗课程/AI人工智能培训/第七周 文本分类/week7 文本分类问题/nn_pipline/chars.txt,gated_cnn,30,128,3,2,10,128,max,adam,0.001,F:\八斗课程\AI人工智能培训\第六周 语言模型\bert-base-chinese,987,2,4622,0.8978315262718932
4,output,F:/八斗课程/AI人工智能培训/第七周 文本分类/week7 文本分类问题/train_data.json,F:/八斗课程/AI人工智能培训/第七周 文本分类/week7 文本分类问题/test_data.json,F:/八斗课程/AI人工智能培训/第七周 文本分类/week7 文本分类问题/nn_pipline/chars.txt,gated_cnn,30,128,3,2,10,64,avg,adam,0.0001,F:\八斗课程\AI人工智能培训\第六周 语言模型\bert-base-chinese,987,2,4622,0.8861551292743953
5,output,F:/八斗课程/AI人工智能培训/第七周 文本分类/week7 文本分类问题/train_data.json,F:/八斗课程/AI人工智能培训/第七周 文本分类/week7 文本分类问题/test_data.json,F:/八斗课程/AI人工智能培训/第七周 文本分类/week7 文本分类问题/nn_pipline/chars.txt,gated_cnn,30,128,3,2,10,64,max,adam,0.0001,F:\八斗课程\AI人工智能培训\第六周 语言模型\bert-base-chinese,987,2,4622,0.8940783986655546
6,output,F:/八斗课程/AI人工智能培训/第七周 文本分类/week7 文本分类问题/train_data.json,F:/八斗课程/AI人工智能培训/第七周 文本分类/week7 文本分类问题/test_data.json,F:/八斗课程/AI人工智能培训/第七周 文本分类/week7 文本分类问题/nn_pipline/chars.txt,gated_cnn,30,128,3,2,10,128,avg,adam,0.0001,F:\八斗课程\AI人工智能培训\第六周 语言模型\bert-base-chinese,987,2,4622,0.8611342785654712
7,output,F:/八斗课程/AI人工智能培训/第七周 文本分类/week7 文本分类问题/train_data.json,F:/八斗课程/AI人工智能培训/第七周 文本分类/week7 文本分类问题/test_data.json,F:/八斗课程/AI人工智能培训/第七周 文本分类/week7 文本分类问题/nn_pipline/chars.txt,gated_cnn,30,128,3,2,10,128,max,adam,0.0001,F:\八斗课程\AI人工智能培训\第六周 语言模型\bert-base-chinese,987,2,4622,0.890742285237698
8,output,F:/八斗课程/AI人工智能培训/第七周 文本分类/week7 文本分类问题/train_data.json,F:/八斗课程/AI人工智能培训/第七周 文本分类/week7 文本分类问题/test_data.json,F:/八斗课程/AI人工智能培训/第七周 文本分类/week7 文本分类问题/nn_pipline/chars.txt,bert,30,128,3,2,10,64,avg,adam,0.001,F:\八斗课程\AI人工智能培训\第六周 语言模型\bert-base-chinese,987,2,4622,0.8803169307756463
9,output,F:/八斗课程/AI人工智能培训/第七周 文本分类/week7 文本分类问题/train_data.json,F:/八斗课程/AI人工智能培训/第七周 文本分类/week7 文本分类问题/test_data.json,F:/八斗课程/AI人工智能培训/第七周 文本分类/week7 文本分类问题/nn_pipline/chars.txt,bert,30,128,3,2,10,64,max,adam,0.001,F:\八斗课程\AI人工智能培训\第六周 语言模型\bert-base-chinese,987,2,4622,0.8798999165971643
10,output,F:/八斗课程/AI人工智能培训/第七周 文本分类/week7 文本分类问题/train_data.json,F:/八斗课程/AI人工智能培训/第七周 文本分类/week7 文本分类问题/test_data.json,F:/八斗课程/AI人工智能培训/第七周 文本分类/week7 文本分类问题/nn_pipline/chars.txt,bert,30,128,3,2,10,128,avg,adam,0.001,F:\八斗课程\AI人工智能培训\第六周 语言模型\bert-base-chinese,987,2,4622,0.8644703919933278
11,output,F:/八斗课程/AI人工智能培训/第七周 文本分类/week7 文本分类问题/train_data.json,F:/八斗课程/AI人工智能培训/第七周 文本分类/week7 文本分类问题/test_data.json,F:/八斗课程/AI人工智能培训/第七周 文本分类/week7 文本分类问题/nn_pipline/chars.txt,bert,30,128,3,2,10,128,max,adam,0.001,F:\八斗课程\AI人工智能培训\第六周 语言模型\bert-base-chinese,987,2,4622,0.8698915763135947
12,output,F:/八斗课程/AI人工智能培训/第七周 文本分类/week7 文本分类问题/train_data.json,F:/八斗课程/AI人工智能培训/第七周 文本分类/week7 文本分类问题/test_data.json,F:/八斗课程/AI人工智能培训/第七周 文本分类/week7 文本分类问题/nn_pipline/chars.txt,bert,30,128,3,2,10,64,avg,adam,0.0001,F:\八斗课程\AI人工智能培训\第六周 语言模型\bert-base-chinese,987,2,4622,0.8753127606338615
13,output,F:/八斗课程/AI人工智能培训/第七周 文本分类/week7 文本分类问题/train_data.json,F:/八斗课程/AI人工智能培训/第七周 文本分类/week7 文本分类问题/test_data.json,F:/八斗课程/AI人工智能培训/第七周 文本分类/week7 文本分类问题/nn_pipline/chars.txt,bert,30,128,3,2,10,64,max,adam,0.0001,F:\八斗课程\AI人工智能培训\第六周 语言模型\bert-base-chinese,987,2,4622,0.8957464553794829
14,output,F:/八斗课程/AI人工智能培训/第七周 文本分类/week7 文本分类问题/train_data.json,F:/八斗课程/AI人工智能培训/第七周 文本分类/week7 文本分类问题/test_data.json,F:/八斗课程/AI人工智能培训/第七周 文本分类/week7 文本分类问题/nn_pipline/chars.txt,bert,30,128,3,2,10,128,avg,adam,0.0001,F:\八斗课程\AI人工智能培训\第六周 语言模型\bert-base-chinese,987,2,4622,0.8798999165971643
15,output,F:/八斗课程/AI人工智能培训/第七周 文本分类/week7 文本分类问题/train_data.json,F:/八斗课程/AI人工智能培训/第七周 文本分类/week7 文本分类问题/test_data.json,F:/八斗课程/AI人工智能培训/第七周 文本分类/week7 文本分类问题/nn_pipline/chars.txt,bert,30,128,3,2,10,128,max,adam,0.0001,F:\八斗课程\AI人工智能培训\第六周 语言模型\bert-base-chinese,987,2,4622,0.896163469557965
16,output,F:/八斗课程/AI人工智能培训/第七周 文本分类/week7 文本分类问题/train_data.json,F:/八斗课程/AI人工智能培训/第七周 文本分类/week7 文本分类问题/test_data.json,F:/八斗课程/AI人工智能培训/第七周 文本分类/week7 文本分类问题/nn_pipline/chars.txt,lstm,30,128,3,2,10,64,avg,adam,0.001,F:\八斗课程\AI人工智能培训\第六周 语言模型\bert-base-chinese,987,2,4622,0.8844870725604671
17,output,F:/八斗课程/AI人工智能培训/第七周 文本分类/week7 文本分类问题/train_data.json,F:/八斗课程/AI人工智能培训/第七周 文本分类/week7 文本分类问题/test_data.json,F:/八斗课程/AI人工智能培训/第七周 文本分类/week7 文本分类问题/nn_pipline/chars.txt,lstm,30,128,3,2,10,64,max,adam,0.001,F:\八斗课程\AI人工智能培训\第六周 语言模型\bert-base-chinese,987,2,4622,0.8886572143452878
18,output,F:/八斗课程/AI人工智能培训/第七周 文本分类/week7 文本分类问题/train_data.json,F:/八斗课程/AI人工智能培训/第七周 文本分类/week7 文本分类问题/test_data.json,F:/八斗课程/AI人工智能培训/第七周 文本分类/week7 文本分类问题/nn_pipline/chars.txt,lstm,30,128,3,2,10,128,avg,adam,0.001,F:\八斗课程\AI人工智能培训\第六周 语言模型\bert-base-chinese,987,2,4622,0.8794829024186822
19,output,F:/八斗课程/AI人工智能培训/第七周 文本分类/week7 文本分类问题/train_data.json,F:/八斗课程/AI人工智能培训/第七周 文本分类/week7 文本分类问题/test_data.json,F:/八斗课程/AI人工智能培训/第七周 文本分类/week7 文本分类问题/nn_pipline/chars.txt,lstm,30,128,3,2,10,128,max,adam,0.001,F:\八斗课程\AI人工智能培训\第六周 语言模型\bert-base-chinese,987,2,4622,0.8869891576313594
20,output,F:/八斗课程/AI人工智能培训/第七周 文本分类/week7 文本分类问题/train_data.json,F:/八斗课程/AI人工智能培训/第七周 文本分类/week7 文本分类问题/test_data.json,F:/八斗课程/AI人工智能培训/第七周 文本分类/week7 文本分类问题/nn_pipline/chars.txt,lstm,30,128,3,2,10,64,avg,adam,0.0001,F:\八斗课程\AI人工智能培训\第六周 语言模型\bert-base-chinese,987,2,4622,0.8911592994161801
21,output,F:/八斗课程/AI人工智能培训/第七周 文本分类/week7 文本分类问题/train_data.json,F:/八斗课程/AI人工智能培训/第七周 文本分类/week7 文本分类问题/test_data.json,F:/八斗课程/AI人工智能培训/第七周 文本分类/week7 文本分类问题/nn_pipline/chars.txt,lstm,30,128,3,2,10,64,max,adam,0.0001,F:\八斗课程\AI人工智能培训\第六周 语言模型\bert-base-chinese,987,2,4622,0.890325271059216
22,output,F:/八斗课程/AI人工智能培训/第七周 文本分类/week7 文本分类问题/train_data.json,F:/八斗课程/AI人工智能培训/第七周 文本分类/week7 文本分类问题/test_data.json,F:/八斗课程/AI人工智能培训/第七周 文本分类/week7 文本分类问题/nn_pipline/chars.txt,lstm,30,128,3,2,10,128,avg,adam,0.0001,F:\八斗课程\AI人工智能培训\第六周 语言模型\bert-base-chinese,987,2,4622,0.8874061718098415
23,output,F:/八斗课程/AI人工智能培训/第七周 文本分类/week7 文本分类问题/train_data.json,F:/八斗课程/AI人工智能培训/第七周 文本分类/week7 文本分类问题/test_data.json,F:/八斗课程/AI人工智能培训/第七周 文本分类/week7 文本分类问题/nn_pipline/chars.txt,lstm,30,128,3,2,10,128,max,adam,0.0001,F:\八斗课程\AI人工智能培训\第六周 语言模型\bert-base-chinese,987,2,4622,0.8865721434528774
